Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Last_Activity_Date,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level,Cluster,KMeans_Raw_Cluster,Customer_Tag
44,M,3,Uneducated,Divorced,$80K - $120K,Blue,13,4,2,3,17846.0,1568,1.064,3626,77,0.878,0.088,2023-02-16,133,77,3626,2,3,2,232,7,Potential,3,0,At Risk
46,F,3,Graduate,Divorced,Less than $40K,Blue,37,6,1,0,9013.0,0,0.597,3819,71,0.614,0.0,2023-01-07,173,71,3819,1,2,2,122,5,Lost,3,0,At Risk
40,F,2,Graduate,Married,Unknown,Blue,29,5,2,2,18862.0,2105,0.832,4449,86,0.686,0.112,2023-02-20,129,86,4449,2,4,3,243,9,Loyal,0,0,Loyal Customers
50,F,3,Graduate,Married,Unknown,Blue,39,5,3,2,3230.0,1172,0.514,4419,64,0.73,0.363,2023-03-25,96,64,4419,4,2,3,423,9,Loyal,0,0,Loyal Customers
46,M,3,Uneducated,Married,Less than $40K,Blue,38,4,3,1,7958.0,1559,0.726,4962,72,0.714,0.196,2023-03-02,119,72,4962,3,3,4,334,10,Champions,0,0,Loyal Customers
35,M,0,High School,Divorced,$40K - $60K,Blue,36,6,3,2,5619.0,1504,0.775,2808,72,0.6,0.268,2023-03-06,115,72,2808,3,3,2,332,8,Loyal,0,2,Loyal Customers
49,M,1,Graduate,Married,$60K - $80K,Blue,37,5,1,4,4854.0,1212,0.308,3651,70,0.556,0.25,2023-01-20,160,70,3651,1,2,2,122,5,Lost,3,0,At Risk
45,F,2,Uneducated,Single,$40K - $60K,Blue,37,6,1,3,2529.0,1654,0.528,3428,84,0.68,0.654,2023-01-14,166,84,3428,1,4,2,142,7,Potential,3,0,At Risk
56,M,4,Graduate,Single,Less than $40K,Blue,36,3,2,3,3057.0,1077,0.934,4449,77,0.878,0.352,2023-02-06,143,77,4449,2,3,3,233,8,Loyal,3,0,At Risk
58,F,1,High School,Married,Less than $40K,Blue,43,4,1,4,1957.0,1152,0.899,4546,78,0.5,0.589,2023-01-02,178,78,4546,1,3,3,133,7,Potential,3,0,At Risk
51,F,3,Unknown,Single,Less than $40K,Blue,41,5,1,2,2941.0,655,0.616,4099,66,0.571,0.223,2023-01-19,161,66,4099,1,2,2,122,5,Lost,3,0,At Risk
39,M,3,High School,Single,$60K - $80K,Blue,26,6,1,4,24534.0,1475,0.528,3505,60,0.935,0.06,2023-01-20,160,60,3505,1,2,2,122,5,Lost,3,0,At Risk
44,F,3,Graduate,Married,Less than $40K,Blue,40,6,2,2,2232.0,2002,1.107,3803,68,0.511,0.897,2023-02-23,126,68,3803,3,2,2,322,7,Potential,0,0,Loyal Customers
40,F,3,Graduate,Married,Less than $40K,Blue,36,6,1,3,7582.0,1942,0.823,4926,85,0.635,0.256,2023-01-21,159,85,4926,1,4,4,144,9,Loyal,3,0,At Risk
49,M,2,Uneducated,Married,$80K - $120K,Blue,44,6,2,2,13884.0,1204,0.575,4650,70,0.556,0.087,2023-02-03,146,70,4650,2,2,3,223,7,Potential,3,0,At Risk
49,F,4,Uneducated,Unknown,Unknown,Blue,39,5,2,3,11545.0,1732,0.871,3996,65,0.548,0.15,2023-02-08,141,65,3996,2,2,2,222,6,Potential,3,0,At Risk
47,F,3,Doctorate,Single,$40K - $60K,Blue,35,3,3,2,2872.0,2517,0.606,3635,62,0.824,0.876,2023-03-01,120,62,3635,3,2,2,322,7,Potential,0,0,Loyal Customers
64,M,1,Graduate,Single,Less than $40K,Blue,45,5,3,2,4417.0,0,0.904,4253,72,0.895,0.0,2023-03-03,118,72,4253,3,3,3,333,9,Loyal,0,0,Loyal Customers
48,F,3,Uneducated,Single,Less than $40K,Blue,39,4,3,4,2991.0,1508,0.703,3734,64,0.882,0.504,2023-03-12,109,64,3734,3,2,2,322,7,Potential,0,0,Loyal Customers
52,F,3,Graduate,Single,Less than $40K,Silver,34,3,2,2,13109.0,1375,0.742,3563,73,0.553,0.105,2023-02-14,135,73,3563,2,3,2,232,7,Potential,3,0,At Risk
57,F,2,Unknown,Single,Less than $40K,Blue,46,5,2,2,5443.0,1889,0.421,4416,64,0.6,0.347,2023-02-05,144,64,4416,2,2,3,223,7,Potential,3,0,At Risk
65,M,0,Graduate,Single,Less than $40K,Blue,56,6,1,3,2717.0,0,0.736,3150,59,0.475,0.0,2023-01-10,170,59,3150,1,2,2,122,5,Lost,3,0,At Risk
52,M,2,Graduate,Married,$60K - $80K,Blue,41,4,3,3,2628.0,2195,0.635,3608,68,0.417,0.835,2023-03-15,106,68,3608,4,2,2,422,8,Loyal,0,0,Loyal Customers
42,M,3,Uneducated,Single,$80K - $120K,Blue,35,5,1,4,16054.0,0,0.446,3449,75,0.705,0.0,2023-01-16,164,75,3449,1,3,2,132,6,Potential,3,0,At Risk
37,M,2,High School,Single,$40K - $60K,Blue,31,6,3,4,3216.0,0,0.683,4039,81,1.077,0.0,2023-03-19,102,81,4039,4,3,2,432,9,Loyal,0,0,Loyal Customers
46,F,2,High School,Married,Unknown,Blue,39,3,1,2,12295.0,1292,0.537,4177,63,0.75,0.105,2023-01-21,159,63,4177,1,2,3,123,6,Potential,3,0,At Risk
55,F,2,Doctorate,Married,Unknown,Blue,47,6,1,3,5794.0,0,0.732,4201,73,0.587,0.0,2023-01-27,153,73,4201,1,3,3,133,7,Potential,3,0,At Risk
51,F,0,Graduate,Married,Less than $40K,Blue,42,5,3,2,1858.0,925,1.056,3660,72,0.6,0.498,2023-03-01,120,72,3660,3,3,2,332,8,Loyal,0,0,Loyal Customers
35,F,1,Uneducated,Married,Less than $40K,Blue,30,3,2,1,2593.0,1660,0.562,1974,33,1.062,0.64,2023-02-19,130,33,1974,2,1,1,211,4,Lost,1,2,Low Value
41,M,3,Doctorate,Single,$60K - $80K,Blue,34,5,3,2,12420.0,0,0.709,4422,70,0.628,0.0,2023-03-06,115,70,4422,3,2,3,323,8,Loyal,0,0,Loyal Customers
41,M,3,Graduate,Single,$60K - $80K,Blue,29,5,3,3,2775.0,1664,0.809,2478,52,0.926,0.6,2023-03-10,111,52,2478,3,1,2,312,6,Potential,1,2,Low Value
45,M,2,Unknown,Single,$40K - $60K,Blue,40,6,4,3,7037.0,0,0.583,4099,71,0.69,0.0,2023-04-18,72,71,4099,4,2,2,422,8,Loyal,0,0,Loyal Customers
44,F,2,Graduate,Divorced,Less than $40K,Blue,36,6,3,0,7065.0,990,0.503,3758,65,0.711,0.14,2023-03-18,103,65,3758,4,2,2,422,8,Loyal,0,0,Loyal Customers
46,M,4,Post-Graduate,Married,$60K - $80K,Blue,42,6,2,1,11634.0,0,0.52,4447,74,0.574,0.0,2023-02-23,126,74,4447,3,3,3,333,9,Loyal,0,0,Loyal Customers
58,M,1,Unknown,Single,$40K - $60K,Blue,52,3,2,3,3880.0,2517,0.673,3163,65,0.97,0.649,2023-02-07,142,65,3163,2,2,2,222,6,Potential,3,0,At Risk
38,F,2,College,Single,Less than $40K,Blue,21,4,1,2,6899.0,0,0.771,3848,71,0.69,0.0,2023-01-06,174,71,3848,1,2,2,122,5,Lost,3,0,At Risk
50,M,2,Graduate,Married,$60K - $80K,Blue,39,4,1,4,6508.0,2276,1.008,4254,77,0.711,0.35,2023-01-03,177,77,4254,1,3,3,133,7,Potential,3,0,At Risk
46,F,3,Graduate,Unknown,Less than $40K,Blue,36,5,3,4,5090.0,1650,0.58,3707,72,0.44,0.324,2023-03-22,99,72,3707,4,3,2,432,9,Loyal,0,0,Loyal Customers
51,M,2,Uneducated,Divorced,$120K +,Blue,41,4,2,3,30560.0,0,0.721,3736,55,0.719,0.0,2023-02-06,143,55,3736,2,2,2,222,6,Potential,3,0,At Risk
47,F,5,Unknown,Married,Less than $40K,Blue,40,5,1,3,2950.0,2000,0.882,4742,79,0.837,0.678,2023-01-23,157,79,4742,1,3,3,133,7,Potential,3,0,At Risk
54,F,3,Uneducated,Single,Less than $40K,Blue,47,3,3,3,7477.0,1960,1.008,3618,76,0.583,0.262,2023-03-23,98,76,3618,4,3,2,432,9,Loyal,0,0,Loyal Customers
47,M,4,Uneducated,Married,$60K - $80K,Blue,42,4,1,2,5715.0,1214,0.858,3685,63,0.658,0.212,2023-01-27,153,63,3685,1,2,2,122,5,Lost,3,0,At Risk
49,F,4,Unknown,Single,$40K - $60K,Blue,36,4,3,2,9595.0,509,0.625,4050,72,0.5,0.053,2023-03-07,114,72,4050,3,3,2,332,8,Loyal,0,0,Loyal Customers
37,M,1,High School,Single,$60K - $80K,Blue,21,3,2,2,21952.0,1600,0.878,4087,70,0.628,0.073,2023-02-15,134,70,4087,2,2,2,222,6,Potential,3,0,At Risk
45,F,3,Unknown,Married,Less than $40K,Blue,39,4,3,3,2606.0,1978,0.443,2191,42,0.5,0.759,2023-03-27,94,42,2191,4,1,1,411,6,Potential,1,2,Low Value
50,M,1,Doctorate,Single,$80K - $120K,Blue,41,6,1,2,2826.0,1741,0.669,4488,73,0.825,0.616,2023-01-13,167,73,4488,1,3,3,133,7,Potential,3,0,At Risk
45,F,2,High School,Single,Less than $40K,Blue,26,4,3,4,1438.3,0,0.71,3749,77,0.604,0.0,2023-03-27,94,77,3749,4,3,2,432,9,Loyal,0,0,Loyal Customers
45,M,4,High School,Married,$80K - $120K,Blue,40,6,2,3,6366.0,1344,0.492,3258,58,0.758,0.211,2023-02-23,126,58,3258,3,2,2,322,7,Potential,0,0,Loyal Customers
41,M,3,Graduate,Married,$60K - $80K,Blue,31,5,2,2,2122.0,1189,0.398,4379,45,1.143,0.56,2023-02-20,129,45,4379,2,1,3,213,6,Potential,0,0,Loyal Customers
44,F,4,Uneducated,Single,Less than $40K,Blue,36,5,2,4,1687.0,1290,0.709,4247,87,0.706,0.765,2023-02-17,132,87,4247,2,4,3,243,9,Loyal,0,0,Loyal Customers
41,M,2,College,Unknown,$80K - $120K,Blue,24,3,2,4,14320.0,0,0.754,4077,77,0.791,0.0,2023-02-03,146,77,4077,2,3,2,232,7,Potential,3,0,At Risk
53,F,0,Graduate,Single,Less than $40K,Blue,48,4,3,3,5972.0,1885,0.973,3491,65,0.711,0.316,2023-03-13,108,65,3491,3,2,2,322,7,Potential,0,0,Loyal Customers
43,F,2,Uneducated,Married,Less than $40K,Blue,34,6,2,3,8771.0,1662,0.555,3779,72,0.756,0.189,2023-02-04,145,72,3779,2,3,2,232,7,Potential,3,0,At Risk
64,F,0,Uneducated,Single,Less than $40K,Blue,36,3,1,3,7112.0,1358,0.553,4951,73,0.587,0.191,2023-01-10,170,73,4951,1,3,4,134,8,Loyal,3,0,At Risk
46,M,5,Uneducated,Single,$40K - $60K,Blue,40,6,2,2,7333.0,875,0.807,3636,48,1.286,0.119,2023-02-09,140,48,3636,2,1,2,212,5,Lost,3,0,At Risk
37,F,4,High School,Single,Less than $40K,Blue,18,4,1,2,2001.0,1366,0.86,4590,66,0.571,0.683,2023-01-09,171,66,4590,1,2,3,123,6,Potential,3,0,At Risk
46,F,2,Graduate,Single,Less than $40K,Blue,40,4,2,4,1438.3,639,0.768,4427,85,0.735,0.444,2023-02-20,129,85,4427,2,4,3,243,9,Loyal,0,0,Loyal Customers
48,M,3,Graduate,Married,$80K - $120K,Blue,37,5,2,1,34516.0,1416,0.491,4026,65,0.512,0.041,2023-02-02,147,65,4026,2,2,2,222,6,Potential,3,0,At Risk
48,M,2,High School,Married,$40K - $60K,Blue,36,6,3,2,4207.0,1921,0.766,3850,75,0.562,0.457,2023-03-07,114,75,3850,3,3,2,332,8,Loyal,0,0,Loyal Customers
38,F,2,Doctorate,Single,Less than $40K,Blue,31,6,3,2,1555.0,986,0.865,4686,75,0.667,0.634,2023-03-14,107,75,4686,4,3,3,433,10,Champions,0,0,Loyal Customers
44,M,3,Graduate,Married,$120K +,Blue,32,4,2,2,34516.0,1344,0.523,4795,92,0.673,0.039,2023-02-19,130,92,4795,2,4,4,244,10,Champions,0,0,Loyal Customers
50,M,1,Uneducated,Married,$40K - $60K,Blue,36,5,1,4,2071.0,1035,0.754,4092,74,0.947,0.5,2023-01-19,161,74,4092,1,3,2,132,6,Potential,3,0,At Risk
55,M,1,Doctorate,Single,$60K - $80K,Blue,36,3,3,3,15221.0,1166,0.839,3848,68,0.619,0.077,2023-03-19,102,68,3848,4,2,2,422,8,Loyal,0,0,Loyal Customers
42,M,2,Uneducated,Single,$80K - $120K,Blue,37,3,3,4,19366.0,1592,0.679,3627,66,1.0,0.082,2023-03-03,118,66,3627,3,2,2,322,7,Potential,0,0,Loyal Customers
41,M,2,Uneducated,Married,$60K - $80K,Blue,13,4,2,2,2243.0,1944,0.942,3216,77,0.674,0.867,2023-02-12,137,77,3216,2,3,2,232,7,Potential,3,0,At Risk
56,F,1,High School,Single,Less than $40K,Blue,43,3,2,2,2923.0,1934,0.577,3861,68,0.7,0.662,2023-02-12,137,68,3861,2,2,2,222,6,Potential,3,0,At Risk
50,F,4,Uneducated,Single,$40K - $60K,Blue,22,5,2,3,7853.0,1343,0.491,1814,37,0.37,0.171,2023-02-04,145,37,1814,2,1,1,211,4,Lost,1,2,Low Value
41,M,4,Post-Graduate,Married,$40K - $60K,Silver,30,6,3,3,16386.0,2236,1.004,3293,66,0.833,0.136,2023-03-21,100,66,3293,4,2,2,422,8,Loyal,0,0,Loyal Customers
48,F,4,Graduate,Single,Unknown,Blue,40,3,2,2,11164.0,859,0.915,4227,67,0.634,0.077,2023-02-26,123,67,4227,3,2,3,323,8,Loyal,0,0,Loyal Customers
49,F,3,Uneducated,Married,Less than $40K,Blue,31,6,3,3,2960.0,1835,0.532,3941,64,0.455,0.62,2023-03-07,114,64,3941,3,2,2,322,7,Potential,0,0,Loyal Customers
41,M,2,High School,Married,$120K +,Blue,36,4,3,2,10816.0,871,0.606,3221,68,0.581,0.081,2023-03-15,106,68,3221,4,2,2,422,8,Loyal,0,0,Loyal Customers
37,F,3,High School,Single,Less than $40K,Blue,26,3,1,2,2917.0,2216,0.81,4524,67,0.489,0.76,2023-01-10,170,67,4524,1,2,3,123,6,Potential,3,0,At Risk
44,F,1,Graduate,Married,Less than $40K,Blue,36,3,3,3,2568.0,1603,0.432,3616,85,0.545,0.624,2023-03-12,109,85,3616,3,4,2,342,9,Loyal,0,0,Loyal Customers
44,F,3,College,Single,Less than $40K,Blue,30,6,3,3,4539.0,2053,0.705,2960,67,0.861,0.452,2023-03-10,111,67,2960,3,2,2,322,7,Potential,0,2,Loyal Customers
65,F,0,Graduate,Unknown,Unknown,Blue,36,3,3,4,2025.0,1701,0.628,4056,71,0.578,0.84,2023-03-10,111,71,4056,3,2,2,322,7,Potential,0,0,Loyal Customers
54,M,1,Uneducated,Unknown,$80K - $120K,Blue,46,4,1,4,6249.0,2517,0.751,3988,68,0.789,0.403,2023-01-21,159,68,3988,1,2,2,122,5,Lost,3,0,At Risk
48,F,2,High School,Single,Less than $40K,Blue,35,4,6,1,1686.0,1271,1.087,3445,64,0.73,0.754,2023-06-26,3,64,3445,4,2,2,422,8,Loyal,0,0,Loyal Customers
41,M,1,Graduate,Married,$80K - $120K,Blue,31,5,3,4,10239.0,2224,0.545,2149,40,1.105,0.217,2023-03-14,107,40,2149,4,1,1,411,6,Potential,1,2,Low Value
43,F,3,Post-Graduate,Unknown,Less than $40K,Blue,23,5,3,3,4284.0,1094,0.63,3095,64,0.524,0.255,2023-03-08,113,64,3095,3,2,2,322,7,Potential,0,0,Loyal Customers
46,F,5,Uneducated,Single,Less than $40K,Blue,38,6,1,4,2601.0,1604,0.853,4835,80,0.702,0.617,2023-01-27,153,80,4835,1,3,4,134,8,Loyal,3,0,At Risk
47,F,2,Unknown,Unknown,Less than $40K,Blue,36,4,2,2,1738.0,0,1.124,2572,62,0.938,0.0,2023-02-01,148,62,2572,2,2,2,222,6,Potential,3,2,At Risk
42,M,0,High School,Unknown,$80K - $120K,Silver,35,5,2,3,34516.0,1934,0.626,4613,73,0.553,0.056,2023-02-18,131,73,4613,2,3,3,233,8,Loyal,0,0,Loyal Customers
47,M,5,Post-Graduate,Married,Less than $40K,Blue,41,4,2,1,3532.0,0,0.82,3162,56,0.6,0.0,2023-02-22,127,56,3162,3,2,2,322,7,Potential,0,0,Loyal Customers
50,F,2,Graduate,Single,Unknown,Blue,41,5,2,4,4846.0,2490,0.788,3724,61,0.605,0.514,2023-02-14,135,61,3724,2,2,2,222,6,Potential,3,0,At Risk
43,F,3,Graduate,Married,Less than $40K,Silver,36,6,2,2,11392.0,0,0.821,3246,63,0.703,0.0,2023-02-10,139,63,3246,2,2,2,222,6,Potential,3,0,At Risk
49,M,1,College,Married,$60K - $80K,Blue,43,6,3,4,22036.0,1560,0.555,2139,48,0.714,0.071,2023-03-12,109,48,2139,3,1,1,311,5,Lost,1,2,Low Value
43,F,4,Graduate,Married,Less than $40K,Blue,25,5,3,2,2772.0,1782,0.718,4739,88,0.796,0.643,2023-03-07,114,88,4739,3,4,3,343,10,Champions,0,0,Loyal Customers
52,M,4,Uneducated,Married,$80K - $120K,Blue,36,5,2,2,7474.0,2444,0.619,5100,79,0.717,0.327,2023-02-16,133,79,5100,2,3,4,234,9,Loyal,3,0,At Risk
40,M,5,Unknown,Married,$80K - $120K,Blue,33,4,2,4,34516.0,1501,0.813,3368,64,0.641,0.043,2023-02-12,137,64,3368,2,2,2,222,6,Potential,3,0,At Risk
46,M,3,Uneducated,Married,$60K - $80K,Blue,36,4,3,3,11117.0,0,0.814,3099,69,0.816,0.0,2023-03-24,97,69,3099,4,2,2,422,8,Loyal,0,0,Loyal Customers
47,F,4,Graduate,Married,Unknown,Blue,33,6,3,1,10714.0,2407,0.378,4328,71,0.543,0.225,2023-03-26,95,71,4328,4,2,3,423,9,Loyal,0,0,Loyal Customers
60,M,0,High School,Single,$40K - $60K,Blue,36,5,3,2,5420.0,0,0.81,3477,60,0.622,0.0,2023-03-20,101,60,3477,4,2,2,422,8,Loyal,0,0,Loyal Customers
38,F,1,Post-Graduate,Single,Less than $40K,Blue,26,4,1,3,2652.0,2496,0.561,3691,58,1.071,0.941,2023-01-26,154,58,3691,1,2,2,122,5,Lost,3,0,At Risk
51,M,2,Doctorate,Single,$40K - $60K,Blue,40,4,3,3,6492.0,719,0.711,4828,78,0.529,0.111,2023-03-03,118,78,4828,3,3,4,334,10,Champions,0,0,Loyal Customers
62,F,0,Graduate,Divorced,$40K - $60K,Blue,50,3,2,4,11352.0,2517,0.751,4021,56,0.806,0.222,2023-02-05,144,56,4021,2,2,2,222,6,Potential,3,0,At Risk
52,F,5,Unknown,Single,Unknown,Blue,36,3,1,3,3167.0,1387,0.899,4587,76,0.551,0.438,2023-01-22,158,76,4587,1,3,3,133,7,Potential,3,0,At Risk
41,M,3,High School,Single,Less than $40K,Blue,33,6,3,1,7015.0,918,0.957,4410,70,0.591,0.131,2023-03-25,96,70,4410,4,2,3,423,9,Loyal,0,0,Loyal Customers
48,M,4,Post-Graduate,Single,$120K +,Blue,38,5,2,0,34516.0,1639,0.688,4959,74,0.805,0.047,2023-02-20,129,74,4959,2,3,4,234,9,Loyal,0,0,Loyal Customers
43,M,3,Graduate,Unknown,$80K - $120K,Blue,30,3,1,4,3244.0,2260,0.711,2313,39,0.857,0.697,2023-01-24,156,39,2313,1,1,1,111,3,Lost,1,2,Low Value
51,F,1,College,Married,Less than $40K,Blue,42,4,2,2,2431.0,0,0.886,3323,65,1.097,0.0,2023-02-16,133,65,3323,2,2,2,222,6,Potential,3,0,At Risk
42,F,1,College,Married,Less than $40K,Blue,36,6,4,1,3050.0,1824,0.771,1973,50,1.381,0.598,2023-04-11,79,50,1973,4,1,1,411,6,Potential,1,2,Low Value
54,F,4,Graduate,Single,Less than $40K,Blue,43,3,1,4,2191.0,1655,1.008,4961,71,0.821,0.755,2023-01-27,153,71,4961,1,2,4,124,7,Potential,3,0,At Risk
52,F,3,Uneducated,Married,Less than $40K,Blue,33,6,3,3,5677.0,1403,0.951,2730,58,0.758,0.247,2023-03-19,102,58,2730,4,2,2,422,8,Loyal,0,2,Loyal Customers
48,F,2,Doctorate,Married,Less than $40K,Blue,40,3,4,3,4176.0,1248,0.434,4889,62,0.632,0.299,2023-04-11,79,62,4889,4,2,4,424,10,Champions,0,0,Loyal Customers
40,M,4,Graduate,Married,Less than $40K,Blue,34,3,1,2,2577.0,1812,0.666,4134,62,0.824,0.703,2023-01-27,153,62,4134,1,2,3,123,6,Potential,3,0,At Risk
65,M,0,High School,Single,$40K - $60K,Blue,36,6,4,1,3305.0,1909,0.371,4218,72,0.636,0.578,2023-04-02,88,72,4218,4,3,3,433,10,Champions,0,0,Loyal Customers
47,M,4,Graduate,Married,$60K - $80K,Blue,34,6,3,0,9261.0,1605,0.571,2468,44,0.419,0.173,2023-03-10,111,44,2468,3,1,2,312,6,Potential,1,2,Low Value
64,F,0,Graduate,Single,$40K - $60K,Blue,56,6,2,1,1564.0,0,0.516,4018,69,0.605,0.0,2023-02-21,128,69,4018,2,2,2,222,6,Potential,0,0,Loyal Customers
50,F,3,Unknown,Single,$40K - $60K,Blue,36,5,3,3,12740.0,1173,1.04,3441,55,0.719,0.092,2023-03-20,101,55,3441,4,2,2,422,8,Loyal,0,0,Loyal Customers
57,F,3,Unknown,Single,Unknown,Silver,36,6,3,2,34516.0,1698,0.823,3498,68,0.619,0.049,2023-03-26,95,68,3498,4,2,2,422,8,Loyal,0,0,Loyal Customers
39,F,1,Graduate,Single,$40K - $60K,Blue,32,3,3,1,3812.0,1103,0.757,4080,65,0.625,0.289,2023-03-27,94,65,4080,4,2,2,422,8,Loyal,0,0,Loyal Customers
58,M,3,High School,Married,$120K +,Blue,50,6,2,4,12698.0,2361,0.799,4425,75,0.63,0.186,2023-02-21,128,75,4425,2,3,3,233,8,Loyal,0,0,Loyal Customers
51,F,4,High School,Married,$40K - $60K,Blue,43,5,3,2,8346.0,1452,1.194,4141,79,0.612,0.174,2023-03-19,102,79,4141,4,3,3,433,10,Champions,0,0,Loyal Customers
52,M,0,Uneducated,Unknown,$80K - $120K,Blue,36,6,4,4,5395.0,2084,0.798,4689,69,0.725,0.386,2023-04-11,79,69,4689,4,2,3,423,9,Loyal,0,0,Loyal Customers
58,M,2,Unknown,Divorced,$60K - $80K,Blue,36,6,1,1,1490.0,1069,0.84,3790,85,0.889,0.717,2023-01-21,159,85,3790,1,4,2,142,7,Potential,3,0,At Risk
42,M,4,Graduate,Divorced,$80K - $120K,Blue,35,3,2,2,18274.0,1623,0.681,3886,81,0.8,0.089,2023-02-17,132,81,3886,2,3,2,232,7,Potential,0,0,Loyal Customers
62,F,0,High School,Unknown,$40K - $60K,Blue,49,4,1,1,4409.0,785,0.838,4160,61,0.649,0.178,2023-01-11,169,61,4160,1,2,3,123,6,Potential,3,0,At Risk
45,M,5,Uneducated,Single,$80K - $120K,Blue,38,3,4,4,7560.0,788,1.193,4296,68,0.7,0.104,2023-04-04,86,68,4296,4,2,3,423,9,Loyal,0,0,Loyal Customers
53,M,1,Uneducated,Unknown,$120K +,Blue,47,4,2,2,20783.0,1257,0.724,3819,76,0.617,0.06,2023-02-20,129,76,3819,2,3,2,232,7,Potential,0,0,Loyal Customers
53,F,2,Unknown,Single,$40K - $60K,Blue,43,3,4,4,6188.0,2517,0.713,1997,43,1.048,0.407,2023-04-04,86,43,1997,4,1,1,411,6,Potential,1,2,Low Value
50,M,3,Uneducated,Single,$120K +,Blue,36,5,3,4,27876.0,557,0.768,4654,88,0.66,0.02,2023-03-14,107,88,4654,4,4,3,443,11,Champions,0,0,Loyal Customers
44,F,2,Post-Graduate,Married,Less than $40K,Blue,30,5,2,3,1924.0,1471,1.485,3521,58,1.0,0.765,2023-02-14,135,58,3521,2,2,2,222,6,Potential,3,0,At Risk
50,F,1,Uneducated,Married,Less than $40K,Blue,33,6,4,4,3160.0,1180,1.0,3740,68,0.7,0.373,2023-04-11,79,68,3740,4,2,2,422,8,Loyal,0,0,Loyal Customers
38,F,2,High School,Single,$40K - $60K,Blue,25,6,2,3,1438.3,0,0.783,3990,75,0.596,0.0,2023-02-05,144,75,3990,2,3,2,232,7,Potential,3,0,At Risk
45,M,0,Graduate,Married,$60K - $80K,Blue,40,4,3,3,1438.3,0,0.555,4869,66,0.737,0.0,2023-03-24,97,66,4869,4,2,4,424,10,Champions,0,0,Loyal Customers
55,F,2,College,Single,$40K - $60K,Blue,35,4,4,4,1438.3,696,0.888,4307,76,0.9,0.484,2023-04-03,87,76,4307,4,3,3,433,10,Champions,0,0,Loyal Customers
49,F,5,Uneducated,Married,Less than $40K,Blue,36,6,2,4,2331.0,1798,0.847,4061,66,0.692,0.771,2023-02-25,124,66,4061,3,2,2,322,7,Potential,0,0,Loyal Customers
43,F,1,High School,Single,$40K - $60K,Blue,36,5,2,1,8156.0,0,0.663,3992,73,0.553,0.0,2023-02-12,137,73,3992,2,3,2,232,7,Potential,3,0,At Risk
47,F,3,Unknown,Unknown,Less than $40K,Blue,34,4,2,1,8109.0,541,0.958,3609,77,0.604,0.067,2023-02-18,131,77,3609,2,3,2,232,7,Potential,0,0,Loyal Customers
43,F,3,Unknown,Unknown,Less than $40K,Blue,36,4,4,2,5853.0,1190,0.936,3595,80,0.667,0.203,2023-04-10,80,80,3595,4,3,2,432,9,Loyal,0,0,Loyal Customers
51,M,2,Graduate,Married,$60K - $80K,Blue,32,6,3,4,10824.0,0,0.962,3700,73,0.738,0.0,2023-03-10,111,73,3700,3,3,2,332,8,Loyal,0,0,Loyal Customers
47,M,2,Uneducated,Married,$60K - $80K,Blue,36,4,1,2,9300.0,769,0.68,3651,67,0.718,0.083,2023-01-12,168,67,3651,1,2,2,122,5,Lost,3,0,At Risk
51,F,2,High School,Single,$40K - $60K,Blue,32,4,1,2,5351.0,0,0.763,4596,78,0.5,0.0,2023-01-09,171,78,4596,1,3,3,133,7,Potential,3,0,At Risk
49,F,4,College,Single,Less than $40K,Blue,33,4,2,3,2097.0,1250,0.699,4148,71,0.543,0.596,2023-02-23,126,71,4148,3,2,3,323,8,Loyal,0,0,Loyal Customers
53,F,1,Graduate,Single,Less than $40K,Blue,46,6,4,4,2266.0,0,0.565,3634,66,0.65,0.0,2023-04-13,77,66,3634,4,2,2,422,8,Loyal,0,0,Loyal Customers
55,M,3,Uneducated,Single,$80K - $120K,Blue,46,4,2,3,13598.0,852,0.785,4047,76,0.81,0.063,2023-02-28,121,76,4047,3,3,2,332,8,Loyal,0,0,Loyal Customers
50,F,3,High School,Married,Less than $40K,Blue,31,3,1,4,6292.0,0,0.515,3687,74,0.644,0.0,2023-01-13,167,74,3687,1,3,2,132,6,Potential,3,0,At Risk
65,M,1,Graduate,Single,Unknown,Blue,56,4,3,3,23566.0,1670,0.735,3129,79,0.837,0.071,2023-03-08,113,79,3129,3,3,2,332,8,Loyal,0,0,Loyal Customers
51,F,4,Uneducated,Single,Less than $40K,Blue,37,4,4,2,1765.0,1487,0.738,3333,66,1.0,0.842,2023-04-08,82,66,3333,4,2,2,422,8,Loyal,0,0,Loyal Customers
46,M,3,High School,Married,$80K - $120K,Blue,27,4,2,3,4964.0,2316,0.793,3279,66,0.941,0.467,2023-02-13,136,66,3279,2,2,2,222,6,Potential,3,0,At Risk
42,M,1,Graduate,Unknown,$60K - $80K,Blue,32,5,3,2,3741.0,0,0.959,4402,55,0.833,0.0,2023-03-01,120,55,4402,3,2,3,323,8,Loyal,0,0,Loyal Customers
